Gender,Partner,Dependents,Subscription Type,Contract Type,Paperless Billing,Device Protection,Tech Support,Online Security,Payment Method_Electronic check,Payment Method_Mailed check,Payment Method_Bank transfer,Payment Method_Credit card,Age,Tenure,Monthly Charges,Total Charges,Support Tickets,Login Frequency,Usage Hours,Senior Citizen,Churn
0,1,1,0,0,0,1,0,0,True,False,False,False,1.322565892510627,-0.8232390542009165,-0.29607300224831246,-0.7209868485820586,0.6346657780476564,-1.4873067124072419,-1.462739645549451,-0.43830627417330975,0
1,1,0,1,1,0,0,0,0,False,False,True,False,-1.1434396643867633,-0.38764090995970607,0.3321777231873588,-0.20635968680802344,1.1837998167196029,-0.8803887150443864,-0.8105389069239705,-0.43830627417330975,0
0,1,1,0,1,1,1,1,0,False,True,False,False,-0.19066479013095344,-0.12628202341497985,-0.020768120864086755,-0.11017643830338335,-0.46360229929623653,-0.5769297163629586,0.049578174551914767,-0.43830627417330975,0
1,1,1,0,0,1,0,0,0,True,False,False,False,0.8181556649634335,1.833909625670467,-0.9285975421427296,0.45924965248112387,-1.012736337968183,1.092094776384894,1.5509530292401013,-0.43830627417330975,0
0,0,0,0,1,1,0,0,0,False,False,True,False,0.03351753322335479,-0.03916239456673777,-0.45384798601702125,-0.23494393316901208,-1.012736337968183,0.4851767790220385,0.6601956446073144,-0.43830627417330975,1
1,1,0,0,1,1,0,0,0,False,True,False,False,1.7148849583806665,-0.9103586830491586,-1.2423667536556695,-0.9152855365617021,-0.46360229929623653,-0.12174121834081701,0.38005573002992654,2.281509663273933,0
0,1,1,0,1,0,0,0,1,False,False,True,False,-1.4797131494182256,-1.1717175695938848,-0.6194582962934311,-0.983698384185707,0.6346657780476564,-0.8803887150443864,-0.32467124257881386,-0.43830627417330975,1
0,1,0,0,0,1,1,0,0,False,False,False,True,0.3697910182548171,0.1350768631297464,-0.7419743107774849,-0.26874343424083785,-0.46360229929623653,-0.42520021702224475,-0.41878074513215524,-0.43830627417330975,0
1,1,0,0,0,0,0,0,0,True,False,False,False,-1.1994852452253404,-0.1698418378391009,-0.8416966481482262,-0.47720414085139523,-1.012736337968183,1.092094776384894,1.4984267952568409,-0.43830627417330975,0
1,1,1,0,1,1,0,0,0,False,False,False,True,0.4818821799319712,0.30931612082623056,-0.9321590541916848,-0.28204178011709097,-1.012736337968183,0.18171778034061073,0.9031294767798925,-0.43830627417330975,0
1,0,0,0,0,0,0,0,1,True,False,False,False,0.8181556649634335,-0.38764090995970607,-0.4702309414422143,-0.46830166784181354,0.08553173937570997,0.3334472796813246,0.3494154268730247,-0.43830627417330975,0
1,0,0,0,0,0,1,0,0,True,False,False,False,-0.41484711348526165,1.2240722237327724,-1.1597396741199126,-0.04484734532262279,-1.012736337968183,1.092094776384894,1.5465758430748298,-0.43830627417330975,0
1,1,0,0,1,1,1,0,0,False,False,True,False,0.20165427573908595,1.833909625670467,-1.6462422200071727,-0.34396600935351523,-1.012736337968183,1.6990127737477494,2.739359073111363,-0.43830627417330975,0
1,1,0,0,0,1,0,0,1,True,False,False,False,0.7060645032862795,-1.2152773840180058,-0.7202490872788591,-1.0127587578345216,1.7329338553915494,-1.6390362117479558,-1.4364765285578212,-0.43830627417330975,1
1,0,0,0,0,0,1,0,0,False,True,False,False,0.9302468266405877,0.6577946362191989,-0.1172850973907687,0.45650915239421896,-1.012736337968183,0.18171778034061073,0.46103367408745305,2.281509663273933,0
1,0,0,1,1,0,1,0,0,True,False,False,False,1.6027937967035122,-1.2152773840180058,0.19648411412217123,-0.9842575569307117,1.7329338553915494,-1.0321182143851002,-0.9484202711300284,2.281509663273933,1
0,0,0,0,1,0,0,1,0,False,True,False,False,1.7148849583806665,-0.4312007243838271,-0.6408273685871615,-0.5495865613285531,0.08553173937570997,0.7886357777034663,1.1373089366219273,2.281509663273933,0
0,1,0,0,1,0,0,0,1,False,False,False,True,-0.4708926943238387,-0.38764090995970607,-0.6857024204039951,-0.5386411700723698,-0.46360229929623653,-0.7286592157036725,-0.7667670452712537,-0.43830627417330975,0
1,1,0,0,0,1,1,0,0,True,False,False,False,-0.807166179355301,0.4399955640985937,-0.3943707347994718,0.11555218703658016,-0.46360229929623653,1.092094776384894,0.09991581545253904,-0.43830627417330975,0
0,1,0,0,1,1,0,0,1,False,True,False,False,-1.703895472772534,-0.6489997965044323,-0.6344166468990424,-0.6760647926120679,0.08553173937570997,0.029988280999896862,0.6733272031031293,-0.43830627417330975,0
0,1,1,1,0,0,1,1,0,False,False,True,False,1.322565892510627,1.1805124093086514,0.7250125021871011,1.6076354525342798,-0.46360229929623653,-0.8803887150443864,-0.5194560269334038,2.281509663273933,0
0,1,1,0,0,1,1,0,1,True,False,False,False,-0.022528047615222268,-0.6925596109285533,-1.5483006386609086,-0.9006473906429621,1.1837998167196029,-0.5769297163629586,0.15244204943579934,-0.43830627417330975,0
0,1,0,0,1,1,0,0,0,True,False,False,False,-0.022528047615222268,-0.6925596109285533,-0.6379781589479973,-0.7025341479968997,-1.012736337968183,-1.0321182143851002,-0.6529602049741899,-0.43830627417330975,0
1,0,0,0,1,1,0,1,0,False,True,False,False,0.5939733416091253,-0.9103586830491586,-1.0464835909631418,-0.8878805356926542,0.6346657780476564,-0.12174121834081701,0.4391477432610946,-0.43830627417330975,1
0,0,1,1,1,0,0,1,1,True,False,False,False,1.4346570541877812,0.3528759352503516,0.6366870033730156,0.6657560226660704,-0.46360229929623653,-0.27347071768153086,0.44571352250900176,-0.43830627417330975,1
1,1,0,0,1,0,0,0,1,True,False,False,False,1.322565892510627,-1.1717175695938848,-0.6354851005137288,-0.9844457933003175,0.6346657780476564,-0.5769297163629586,-1.0753586699229072,2.281509663273933,1
0,1,1,1,1,1,0,0,0,False,False,False,True,0.5939733416091253,-0.6489997965044323,0.5159517449134394,-0.4078279659241146,1.1837998167196029,-1.0321182143851002,-0.517267433850768,-0.43830627417330975,1
0,1,1,0,1,1,0,1,0,True,False,False,False,1.210474730833473,-0.8232390542009165,-0.621595203522804,-0.7766494503471915,0.6346657780476564,-1.4873067124072419,-1.5918666374249657,-0.43830627417330975,1
0,0,1,0,0,1,1,1,0,False,False,False,True,1.378611473349204,-0.9103586830491586,-0.3993568516680089,-0.7973443782761815,1.7329338553915494,-0.7286592157036725,-0.16490394754639753,2.281509663273933,0
1,0,0,0,1,0,0,1,0,False,False,False,True,0.1456086949005089,-1.1717175695938848,-1.4881110850335684,-1.0242079581975905,2.282067894063496,-1.335577213066528,-0.9155913748904908,-0.43830627417330975,1
0,0,0,0,1,0,1,1,1,True,False,False,False,-1.2555308260639175,-0.9974783118974007,-0.16928317330551249,-0.831005470252709,1.7329338553915494,-1.7907657110886697,-1.5699807065986073,-0.43830627417330975,1
1,0,1,0,1,1,1,0,0,False,True,False,False,-0.5269382751624158,-0.4312007243838271,-0.7013730734193973,-0.5684101982891113,0.6346657780476564,0.7886357777034663,1.3430366863896963,-0.43830627417330975,1
0,1,0,0,1,1,1,0,1,False,False,False,True,-1.0313485027096092,-0.256961466687343,-0.14007877450408104,-0.26038906124863714,0.08553173937570997,-0.7286592157036725,-0.7492583006101671,-0.43830627417330975,0
1,0,1,0,0,0,0,0,1,False,False,True,False,-0.3588015326466846,-0.8232390542009165,-0.8541619403195689,-0.8164171516082765,0.6346657780476564,-0.42520021702224475,-0.04671992108406234,-0.43830627417330975,0
0,0,0,0,1,1,0,0,1,False,False,False,True,0.9302468266405877,0.22219649197798846,0.30048026595165883,0.34647392163213286,-0.46360229929623653,-0.8803887150443864,-1.1038103799971732,2.281509663273933,1
1,1,1,0,1,1,0,0,0,False,True,False,False,-0.751120598516724,-0.6925596109285533,0.09925483518569866,-0.5420903247272014,-0.46360229929623653,-0.42520021702224475,-0.9659290157911153,-0.43830627417330975,0
1,1,0,0,0,1,1,0,0,False,False,True,False,1.0983835691563189,-0.6054399820803112,-0.6892639324529501,-0.6640121285934988,0.08553173937570997,0.18171778034061073,0.4479021155916375,2.281509663273933,0
0,1,0,0,1,0,0,1,0,True,False,False,False,-1.0873940835481863,0.9191535227639251,-0.7697541047593343,0.1416339969545771,-0.46360229929623653,1.3955537750663218,0.997238979333234,-0.43830627417330975,0
1,0,0,0,1,1,1,1,0,False,False,True,False,0.4818821799319712,-0.12628202341497985,-1.6462422200071727,-0.7924114781197529,-1.012736337968183,-0.27347071768153086,-0.6507716118915542,-0.43830627417330975,1
0,1,1,0,0,0,1,0,0,False,False,True,False,-0.807166179355301,1.833909625670467,-0.7946846891020197,0.6091300935976619,-0.46360229929623653,1.6990127737477494,0.5857834797976957,-0.43830627417330975,0
0,0,1,0,1,1,1,1,1,True,False,False,False,-0.9192573410324552,-0.6489997965044323,-0.5389681239870467,-0.653808610088114,0.6346657780476564,-0.42520021702224475,0.1590078286837068,-0.43830627417330975,0
0,0,0,1,1,1,0,0,0,False,True,False,False,0.5939733416091253,1.2240722237327724,1.0875744287707256,1.9813510825671015,0.6346657780476564,0.029988280999896862,-0.2239959607775653,-0.43830627417330975,0
0,0,0,0,1,1,0,0,1,True,False,False,False,-0.9192573410324552,0.6577946362191989,-0.5866923854430446,0.12814741470871832,-1.012736337968183,0.029988280999896862,0.5704633282192451,-0.43830627417330975,0
0,0,0,1,1,0,0,0,0,False,True,False,False,-0.9192573410324552,1.833909625670467,1.3557562860570411,3.0159867517403667,-1.012736337968183,1.092094776384894,0.2027796903364236,-0.43830627417330975,0
0,1,0,1,0,0,0,0,0,True,False,False,False,1.322565892510627,1.833909625670467,0.9362101666901359,2.5464145186678087,-1.012736337968183,0.9403652770441802,0.7302306232516611,2.281509663273933,0
0,1,0,1,0,1,0,0,0,False,False,False,True,0.42583659909339416,-1.258837198442127,1.2104465944596745,-1.0071061303825422,1.7329338553915494,-1.6390362117479558,-1.4605510524668153,-0.43830627417330975,1
0,0,0,0,0,1,1,0,0,False,True,False,False,-1.0313485027096092,-1.1281577551697637,-1.0244022162596205,-0.9829509750710966,-0.46360229929623653,0.029988280999896862,-0.42096933821479093,-0.43830627417330975,0
0,1,0,1,1,1,1,0,1,True,False,False,False,-0.807166179355301,0.30931612082623056,0.44685841116371144,0.5111198450350851,0.08553173937570997,0.3334472796813246,-0.26776782243028213,-0.43830627417330975,0
0,0,1,1,0,1,1,1,1,False,True,False,False,0.03351753322335479,-0.5618801676561903,1.9850754651073985,0.06756298551478077,-0.46360229929623653,0.9403652770441802,0.8046427880612798,-0.43830627417330975,0
0,0,0,1,0,0,1,0,0,False,False,False,True,-1.2555308260639175,1.1805124093086514,0.4571867961056813,1.370324754099761,-1.012736337968183,1.6990127737477494,1.3539796518028757,-0.43830627417330975,0
1,1,0,0,1,0,1,1,0,True,False,False,False,0.4818821799319712,-1.258837198442127,-0.8288752047719881,-1.0388073495696468,0.08553173937570997,-0.27347071768153086,0.18745953875797267,-0.43830627417330975,1
1,1,0,1,0,1,0,0,0,True,False,False,False,-0.6390294368395698,1.0933927804604093,1.49607986078587,2.17322484319712,-1.012736337968183,1.5472832744070357,1.2751903008279855,-0.43830627417330975,0
0,0,1,1,0,0,0,0,1,True,False,False,False,-0.30275595180810755,-1.0845979407456428,0.9575792389838661,-0.8092697059270763,0.08553173937570997,-0.7286592157036725,-0.8346134308329649,-0.43830627417330975,0
0,1,0,0,1,0,0,1,0,False,False,True,False,-0.2467103709695305,-0.7796792397767954,-0.38083698901344254,-0.7058448935564332,0.6346657780476564,-1.335577213066528,-1.171656765558884,-0.43830627417330975,1
0,0,0,1,1,1,1,0,0,False,False,True,False,-0.5829838560009928,1.833909625670467,1.6705939511846675,3.3683652356420146,-1.012736337968183,1.6990127737477494,2.570837405748403,-0.43830627417330975,0
0,1,0,0,0,1,0,0,0,False,True,False,False,-0.751120598516724,-1.2152773840180058,-0.6458134854556983,-1.0104445577611352,-0.46360229929623653,-0.5769297163629586,-0.9593632365432075,-0.43830627417330975,1
0,0,1,1,1,1,1,1,0,False,False,False,True,-1.0313485027096092,-0.6489997965044323,1.3422225402710115,-0.21516250526899025,1.1837998167196029,-0.8803887150443864,-0.2852765670913688,-0.43830627417330975,1
0,0,0,1,1,1,0,0,0,True,False,False,False,-0.863211760193878,-1.1717175695938848,1.3927960113661735,-0.8898570175735128,0.08553173937570997,-0.5769297163629586,-0.23712751927338022,-0.43830627417330975,1
0,1,1,0,0,1,1,0,0,False,False,False,True,-1.2555308260639175,1.4854311102774986,-1.134096787367436,0.08583298609414612,-0.46360229929623653,0.7886357777034663,1.0322564686554072,-0.43830627417330975,0
0,1,0,1,1,0,1,0,1,True,False,False,False,-1.0873940835481863,0.4399955640985937,0.35283449307129805,0.58016383813365,-1.012736337968183,0.7886357777034663,0.5442002112276146,-0.43830627417330975,0
1,0,0,1,1,1,0,1,0,True,False,False,False,0.7060645032862795,1.0062731516121672,2.1645756723747334,2.6063622660233743,-0.46360229929623653,1.5472832744070357,0.9884846070026905,-0.43830627417330975,0
0,1,0,0,0,1,1,1,0,True,False,False,False,0.3697910182548171,-0.21340165226322194,-0.4517110787876481,-0.3481182822124619,-1.012736337968183,-1.0321182143851002,-0.6332628672304675,-0.43830627417330975,0
1,1,0,0,1,0,0,0,1,False,False,False,True,-0.695075017678147,-0.6489997965044323,-1.1476305331534653,-0.7957332964069103,0.6346657780476564,-0.5769297163629586,-0.35312295265308,-0.43830627417330975,0
0,0,0,1,1,0,1,0,0,False,True,False,False,1.6027937967035122,-1.258837198442127,2.1645756723747334,-0.9922742117303848,3.380335971407389,-1.4873067124072419,-1.1650909863109766,-0.43830627417330975,1
0,0,0,0,0,0,0,1,1,True,False,False,False,-1.3676219877410716,-0.8232390542009165,-1.4788511537062852,-0.9232357549956318,-1.012736337968183,-0.27347071768153086,-0.05766288649724154,-0.43830627417330975,1
1,1,1,0,1,0,0,1,1,False,True,False,False,1.4346570541877812,-0.256961466687343,-1.1526166500220023,-0.6381462368641673,-1.012736337968183,0.4851767790220385,-0.4275351174626984,2.281509663273933,0
0,1,0,1,0,1,0,1,0,False,False,True,False,0.20165427573908595,0.2657563064021095,0.8453916094417817,0.6916440598506496,-0.46360229929623653,-1.0321182143851002,-0.87400810632041,-0.43830627417330975,0
1,0,0,1,1,1,1,1,0,False,True,False,False,0.9302468266405877,-0.9103586830491586,1.6189520264748196,-0.5149732147763738,0.6346657780476564,-0.42520021702224475,-0.5610392955034849,2.281509663273933,1
0,0,1,0,0,0,0,0,1,False,False,False,True,-0.751120598516724,-1.0845979407456428,-0.8926262704482837,-0.9530767559419284,1.7329338553915494,-1.4873067124072419,-1.0469069598486411,-0.43830627417330975,1
0,0,0,0,1,0,1,0,1,True,False,False,False,-0.863211760193878,-0.9539184974732796,-0.7401935547530074,-0.8690790441873437,0.6346657780476564,-0.7286592157036725,-0.5194560269334038,-0.43830627417330975,1
1,0,1,0,1,1,0,0,1,False,True,False,False,1.322565892510627,-0.6489997965044323,-1.3417329398215156,-0.8409930705694286,1.1837998167196029,-0.27347071768153086,-0.3312370218267216,-0.43830627417330975,0
0,0,1,1,1,1,0,0,1,False,True,False,False,0.42583659909339416,-1.0410381263215216,1.0060158028496546,-0.7543102223660584,0.6346657780476564,-0.27347071768153086,0.4982397564922621,-0.43830627417330975,1
1,0,0,1,1,1,1,0,0,False,False,True,False,-1.5357587302568028,-1.0410381263215216,0.9493877612712693,-0.7595919134426387,0.6346657780476564,-0.42520021702224475,-0.12332067897631675,-0.43830627417330975,0
0,0,0,0,1,0,1,1,1,False,False,False,True,1.5467482158649353,-1.2152773840180058,-1.5376161025140436,-1.038170667731275,0.6346657780476564,-1.183847713725814,-0.6551487980568259,2.281509663273933,0
1,0,0,0,0,0,0,1,0,True,False,False,False,-0.3588015326466846,1.4854311102774986,-0.8548742427293601,0.3636255767214885,-1.012736337968183,1.243824275725608,2.0740267759900672,-0.43830627417330975,0
1,1,0,0,0,0,1,0,1,False,False,False,True,0.03351753322335479,-0.9103586830491586,-1.1647257909884496,-0.9044231907626976,0.08553173937570997,-1.183847713725814,-0.7886529760976121,-0.43830627417330975,0
0,1,0,1,1,1,1,0,0,False,False,False,True,1.7148849583806665,1.1805124093086514,1.864340206647822,2.6171526390928235,-1.012736337968183,0.4851767790220385,0.2662488897328631,2.281509663273933,0
0,1,1,0,1,1,1,1,1,False,False,False,True,0.4818821799319712,-0.47476053880794816,-0.5407488800115244,-0.545622524839212,-0.46360229929623653,-0.5769297163629586,-0.5085130615202246,-0.43830627417330975,1
1,0,1,1,1,1,0,1,1,True,False,False,False,-1.0313485027096092,0.1350768631297464,1.883216220507284,1.077938308464174,1.1837998167196029,-0.7286592157036725,-1.0469069598486411,-0.43830627417330975,0
0,1,0,0,1,1,1,0,0,False,False,False,True,0.7621100841248565,-1.1717175695938848,-1.6462422200071727,-1.0315823947950797,-0.46360229929623653,0.18171778034061073,0.3625469853688402,-0.43830627417330975,0
0,0,0,1,1,0,1,1,0,False,False,False,True,-0.807166179355301,-0.03916239456673777,0.5433753876903936,0.21460880835961135,-0.46360229929623653,0.6369062783627524,0.5770291074671522,-0.43830627417330975,0
0,1,0,0,1,1,1,0,1,False,False,True,False,0.9862924074791647,-0.7796792397767954,-1.0707018728960362,-0.8345321340009076,0.6346657780476564,-0.5769297163629586,-0.87400810632041,-0.43830627417330975,1
1,0,0,1,1,1,0,1,0,True,False,False,False,0.31374543741624006,-1.1281577551697637,0.662329890125492,-0.8780700990179162,1.1837998167196029,-0.5769297163629586,-1.0994331938319015,-0.43830627417330975,1
